1000,0x3961bf58f5fee75f6b736307362bdaadcfb2d30d
1800,0x0af3d9c855b049e346dc2a01acd4fe4004e6bb5f
2700,0x47AB40329023DdFeF226034aEc9554905D06c9E0
3600,
1800,
36000,0x000D4a2f59fB161934F1a9C2311bbA6525e8788c
5400,
8640,0xC1D3102da913aD0ddEeC105c1eD69E569E7Ad41A
11700,0x5626a4927fb42c1A4568aB3626Ae5FAa3532EE61
12600,0xAedf53cC194cf6Ba021f9D2C7D64766223BFB479
900,0xd2dfb90c90a8a14d6c8e5f7852c540c005e94ae9
9040,0x1a2d24661c0c7ec8b636900ca5a57b9ae5ef761e
450,0xb334F5E890C0a4211777A876562E33c915230C9a
17400,0x73b09A8C80F0Aa1a1ce1832A54469164556e6E71
3700,0x004beD8dB74eeEd92c4a6F3D1841DCe9f462a4A1
36000,
1650,0xeb9CC9Fe0869D2Dab52Cc7AAE8Fd57Adb35F9Feb
4320,0xeb9CC9Fe0869D2Dab52Cc7AAE8Fd57Adb35F9Feb
450,0xdfae032cb4eef04a4b041a3a4e359b2c4663958d
30600,
5940,0x8dB67f166D1456daA90F73CE18889E47E9455C32
1080,0x9b523aeb7049a2fe13d86463b7322b6ab4944772
1800,
270,0x9AD675e7a169664E1BcB9B47DA6351Cd9e5b4BFa
180,0xEA73476AcAF7B69905A6d20C92f28D2F51C693c8
1158,
9000,0x76d57BC555D329718C6166A1f9787F10060a7b30
1800,0xDb5bc96382EF39bAAe972410280A5abD4C6aAAFC
1800,0x988D82A011Ed24eA01385CC15740FB11E6D63b8A
1800,0xF1B2ddfd10a35E3C4b490Bdb92c26D105211EEb9
4190,0x0fC4C0aE66BD29514b807B0440ee3B45A2fdeC52
100,0x6019dba2406a9bdda24174124097f4d0ec1a0388
1800,0xAEa97467bfce22c89bbaF7D22a45955819022F45
594000,
3600,0x662a80DD9B873913CFdeEF75F771159A6782F3D8
36000,0x571Dc8F5064a4F40013D8AD01998EAa9291683C5
2000,0x11e1efcb59f1c2a96fd327126fd04fa98e6a3019
5200,
3300,0x176B1404C312A567Dc33b7500f6fA058b296bA1f
300,
2340,
1800,0x0da6fe1e9e1521bacd1c458932e778ed2b08d1e2
26800,0xC6b7D0789D9dc186735d83024C635B0e9a8548b8
5400,0xbc0840e9ad6b5e35a89f11475b9e3e98a95bffe4
25700,0xe11724144DfDae6766BebB1f45092F4c218376e4
2200,0xe473100826296286Dc8ff358ee2d6681537Bc3ba
59400,0x0C498Ba71b8E620E998B7cD020a86C1e3c6E3e32
2700,0x1AD754EFF2212c20519d01a5A134f665f9c1ef72
630,0xd863693aA8601F87Bce7FC0e64647AEbAE9829D8
2700,0x9D72bE0a10923304196Fa4ddE2c4aC4e2df09Eaf
387000,0x617bf2cB8E28B8E0669a786E1B1eBca6d249850D
3294,0x94E1A80A8B0201506DFac8EE41C3e296B2065358
5000,0x126910b84d1d270c1cf76aa1d3d9f3ab3932c7cd
1150,0x9a9e6588AF6d1bC42572B0E3c3D2F827dabA64Ac
4200,0x6d9ECe11860fDc4Ac3815eCF4077eae9973A7f2b
